IES;ANO DE DEFESA;AUTOR DA TESE;ORIENTADOR;CO-ORIENTADOR;REFERÊNCIAS;ANO DO ARTIGO;TÍTULO DO ARTIGO;OBSERVAÇÃO;
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Akasaka K, Maesawa C, Shibazaki M et al. Loss of Class III ?-Tubulin Induced by Histone Deacetylation Is Associated with Chemosensitivity to Paclitaxel in Malignant Melanoma Cells. J Invest Dermatol 2009; 129:1516-26. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Armstrong B. Melanoma incidence In Europe. Cancer Causes Control 1996; 7:1956. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Ashton-Prolla P, Bakos L, Junqueira G Jr, Giugliani R, Azevedo SJ, Hogg D. Clinical and molecular characterization of patients at risk for hereditary melanoma in southern Brazil. J Invest Dermatol 2008; 128:421-5. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Auroy S, Avril MF, Chompret A, et al. Sporadic multiple primary melanoma cases: CDKN2A germline mutations with a founder effect. Genes Chromosomes Cancer 2001; 32:195-202. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Balch CM, Soong SJ, Gershenwald JE, et al. Prognostic factors analysis of 17,600 melanoma patients: validation of the American Joint Committee on cancer melanoma staging system. J Clin Oncol 2001; 16:3622-34. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Bataille V, Bishop JA, Sasieni P, et al. Risk of cutaneous melanoma in relation to the numbers, types and sites of naevi: a case-control study. Br J Cancer 1996; 73:16051611. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Berwick M, Erdei E, Hay J. Melanoma epidemiology and public health. Dermatol Clin 2009; 27:205-14. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Bishop JN, Bataille V, Pinney E, et al. Family studies in melanoma: identification of the atypical mole syndrome (AMS) phenotype. Melanoma Res 1994; 4:199-206. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Bevona C, Goggins W, Quinn T, Fullerton J, Tsao H. Cutaneous melanomas associated with nevi. Arch Dermatol 2003; 139:1620-4. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Bishop JN, Harland M, Randerson-Moor J, Bishop DT. Management of familial melanoma. Lancet Oncol 2007; 8:46-54. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;Bliss JM, Ford D, Swerdlow AJ, et al. Risk of cutaneous melanoma associated with pigmentation characteristics and freckling: systematic overview of 10 case-control studies. The International Melanoma Analysis Group (IMAGE). Int J Cancer 1995, 62:367–76. ;
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Box NF, Duffy DL, Chen W, et al. MC1R genotype modifies risk of melanoma in families segregating CDKN2A mutations. Am J Hum Genet 2001; 69:765-73. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Calvo SE, Pagliarini DJ, Mootha VK. Upstream open reading frames cause widespread reduction of protein expression and are polymorphic among humans. Proc Natl Acad Sci 2009; 106:7507-12. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Carey WP, Thompson CJ, Synnestvedt M, et al. Dysplastic nevi as a melanoma risk factor in patients with familial melanona. Cancer 1994; 74:3118-25. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Chang YM, Barrett JH, Bishop DT, et al. Sun exposure and melanoma risk at different latitudes: a pooled analysis of 5700 cases and 7216 controls. Int J Epidemiol 2009; 38:814-30. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Chompret A, Cuellar F, Elder DE, et al. Features associated with germline CDKN2A mutations: a GenoMEL study of melanoma-prone families from three continents. J Med Genet 2007; 44:99-106. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Ciotti P, Struewing JP, Mantelli M, et al. A single genetic origin for the G101W CDKN2A mutation in 20 melanoma-prone families. Am J Hum Genet 2000; 67:311-9. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Clark WH Jr, Reimer RR, Greene M, Ainsworth AM, Mastrangelo MJ. Origin of familial malignant melanomas from heritable melanocytic lesions. 'The B-K mole syndrome'. Arch Dermatol 1978; 114:732-8. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Coleman DJ, Silverman RH, Ursea R, Rondeau MJ, Lizzi FL. Ultrasonically induced hyperthermia for adjunctive treatment of intraocular malignant melanoma. Retina 1997; 17:109-17. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Della Torre G, Pasini B, Frigerio S, et al. CDKN2A and CDK4 mutation analysis in Italian melanoma-prone families: functional characterization of a novel CDKN2A germline mutation. Br J Cancer 2001; 85:836-44. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Fitzpatrick TB. The validity and practicality of sun-reactive skin types I through VI. Arch Dermatol 1988; 124:869-71. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Fung DC, Holland EA, Becker TM, et al. eMelanoBase: an online locus-specific variant database for familial melanoma. Hum Mutat 2003; 21:2-7. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Gandini S, Sera F, Cattaruzza MS, et al. Meta-analysis of risk factors for cutaneous melanoma: III. Family history, actinic damage and phenotypic factors. Eur J Cancer 2005; 41:2040-59. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Gantz I, Konda Y, Tashiro T, et al. Molecular cloning of a novel melanocortin receptor. J Biol Chem 1993; 268:8246-50. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Garbe C, Leiter U. Melanoma epidemiology and trends. Clin Dermatol 2009; 27:39. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Gershenwald JE, Soong SJ, Balch CM. TNM Staging System for Cutaneous Melanoma… and Beyond. On behalf of the American Joint Committee on Cancer (AJCC) Melanoma Staging Committee. Ann Surg Oncol 2010; 27:6199-206. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Ghiorzo P, Gargiulo S, Pastorino L et al. Impact of E27X, a novel CDKN2A germ line mutation, on p16 and p14ARF expression in Italian melanoma families displaying pancreatic cancer and neuroblastoma. Hum Mol Genetics 2006; 15:268289. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Goldstein AM, Fraser MC, Struewing JP, et al. Increased risk of pancreatic cancer in melanoma-prone kindreds with p16INK4 mutations. N Engl J Med 1995; 333:9704. ";
FAP;2010;ALEXANDRE LEON RIBEIRO DE ÁVILA;Dirce Maria Carraro;-x-;"Goldstein AM, Chan M, Harland M, et al. High-risk melanoma susceptibility genes and pancreatic cancer, neural system tumors, and uveal melanoma across GenoMEL. Cancer Res 2006; 66:9818-28. ";
